"id","first_name","last_name","date_of_migration","migration_type","from_region","to_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
280,"T","T",2021-09-10,"In","","Yes",280,4,2020-08-06,2020-08-06,"user_1","user_1"
281,"A","A",2018-11-05,"Out","No","",281,4,2018-08-17,2018-08-17,"user_1","user_1"
282,"B","B",2019-07-23,"In","","Yes",282,2,2019-02-13,2019-02-13,"user_1","user_1"
283,"C","C",2020-04-08,"Out","No","",283,6,2019-08-12,2019-08-12,"user_1","user_1"
284,"D","D",2020-12-24,"In","","Yes",284,6,2020-02-08,2020-02-08,"user_1","user_1"
285,"E","E",2021-09-10,"Out","No","",285,6,2020-08-06,2020-08-06,"user_1","user_1"
286,"F","F",2018-11-05,"In","","Yes",286,1,2018-08-17,2018-08-17,"user_1","user_1"
287,"G","G",2019-07-23,"Out","No","",287,6,2019-02-13,2019-02-13,"user_1","user_1"
288,"H","H",2020-04-08,"In","","Yes",288,5,2019-08-12,2019-08-12,"user_1","user_1"
289,"I","I",2020-12-24,"Out","No","",289,1,2020-02-08,2020-02-08,"user_1","user_1"
290,"J","J",2021-09-10,"In","","Yes",290,6,2020-08-06,2020-08-06,"user_1","user_1"
291,"K","K",2018-11-05,"Out","No","",291,3,2018-08-17,2018-08-17,"user_1","user_1"
292,"L","L",2019-07-23,"In","","Yes",292,2,2019-02-13,2019-02-13,"user_1","user_1"
293,"M","M",2020-04-08,"Out","No","",293,3,2019-08-12,2019-08-12,"user_1","user_1"
294,"N","N",2020-12-24,"In","","Yes",294,6,2020-02-08,2020-02-08,"user_1","user_1"
295,"O","O",2021-09-10,"Out","No","",295,1,2020-08-06,2020-08-06,"user_1","user_1"
296,"P","P",2018-11-05,"In","","Yes",296,5,2018-08-17,2018-08-17,"user_1","user_1"
297,"Q","Q",2019-07-23,"Out","No","",297,1,2019-02-13,2019-02-13,"user_1","user_1"
298,"R","R",2020-04-08,"In","","Yes",298,4,2019-08-12,2019-08-12,"user_1","user_1"
299,"S","S",2020-12-24,"Out","No","",299,6,2020-02-08,2020-02-08,"user_1","user_1"
300,"T","T",2021-09-10,"In","","Yes",300,4,2020-08-06,2020-08-06,"user_1","user_1"
301,"A","A",2018-11-05,"Out","No","",301,3,2018-08-17,2018-08-17,"user_1","user_1"
302,"B","B",2019-07-23,"In","","Yes",302,2,2019-02-13,2019-02-13,"user_1","user_1"
303,"C","C",2020-04-08,"Out","No","",303,4,2019-08-12,2019-08-12,"user_1","user_1"
304,"D","D",2020-12-24,"In","","Yes",304,2,2020-02-08,2020-02-08,"user_1","user_1"
305,"E","E",2021-09-10,"Out","No","",305,3,2020-08-06,2020-08-06,"user_1","user_1"
306,"F","F",2018-11-05,"In","","Yes",306,5,2018-08-17,2018-08-17,"user_1","user_1"
307,"G","G",2019-07-23,"Out","No","",307,2,2019-02-13,2019-02-13,"user_1","user_1"
308,"H","H",2020-04-08,"In","","Yes",308,1,2019-08-12,2019-08-12,"user_1","user_1"
309,"I","I",2020-12-24,"Out","No","",309,4,2020-02-08,2020-02-08,"user_1","user_1"
310,"J","J",2021-09-10,"In","","Yes",310,5,2020-08-06,2020-08-06,"user_1","user_1"
311,"K","K",2018-11-05,"Out","No","",311,1,2018-08-17,2018-08-17,"user_1","user_1"
312,"L","L",2019-07-23,"In","","Yes",312,5,2019-02-13,2019-02-13,"user_1","user_1"
313,"M","M",2020-04-08,"Out","No","",313,3,2019-08-12,2019-08-12,"user_1","user_1"
314,"N","N",2020-12-24,"In","","Yes",314,1,2020-02-08,2020-02-08,"user_1","user_1"
315,"O","O",2021-09-10,"Out","No","",315,3,2020-08-06,2020-08-06,"user_1","user_1"
316,"P","P",2018-11-05,"In","","Yes",316,6,2018-08-17,2018-08-17,"user_1","user_1"
317,"Q","Q",2019-07-23,"Out","No","",317,4,2019-02-13,2019-02-13,"user_1","user_1"
318,"R","R",2020-04-08,"In","","Yes",318,4,2019-08-12,2019-08-12,"user_1","user_1"
319,"S","S",2020-12-24,"Out","No","",319,3,2020-02-08,2020-02-08,"user_1","user_1"
320,"T","T",2021-09-10,"In","","Yes",320,1,2020-08-06,2020-08-06,"user_1","user_1"
321,"A","A",2018-11-05,"Out","No","",321,5,2018-08-17,2018-08-17,"user_1","user_1"
322,"B","B",2019-07-23,"In","","Yes",322,2,2019-02-13,2019-02-13,"user_1","user_1"
323,"C","C",2020-04-08,"Out","No","",323,6,2019-08-12,2019-08-12,"user_1","user_1"
324,"D","D",2020-12-24,"In","","Yes",324,4,2020-02-08,2020-02-08,"user_1","user_1"
325,"E","E",2021-09-10,"Out","No","",325,5,2020-08-06,2020-08-06,"user_1","user_1"
326,"F","F",2018-11-05,"In","","Yes",326,2,2018-08-17,2018-08-17,"user_1","user_1"
327,"G","G",2019-07-23,"Out","No","",327,2,2019-02-13,2019-02-13,"user_1","user_1"
328,"H","H",2020-04-08,"In","","Yes",328,6,2019-08-12,2019-08-12,"user_1","user_1"
329,"I","I",2020-12-24,"Out","No","",329,5,2020-02-08,2020-02-08,"user_1","user_1"
330,"J","J",2021-09-10,"In","","Yes",330,3,2020-08-06,2020-08-06,"user_1","user_1"
331,"K","K",2018-11-05,"Out","No","",331,1,2018-08-17,2018-08-17,"user_1","user_1"
332,"L","L",2019-07-23,"In","","Yes",332,3,2019-02-13,2019-02-13,"user_1","user_1"
333,"M","M",2020-04-08,"Out","No","",333,1,2019-08-12,2019-08-12,"user_1","user_1"
334,"N","N",2020-12-24,"In","","Yes",334,1,2020-02-08,2020-02-08,"user_1","user_1"
335,"O","O",2021-09-10,"Out","No","",335,4,2020-08-06,2020-08-06,"user_1","user_1"
336,"P","P",2018-11-05,"In","","Yes",336,2,2018-08-17,2018-08-17,"user_1","user_1"
337,"Q","Q",2019-07-23,"Out","No","",337,3,2019-02-13,2019-02-13,"user_1","user_1"
338,"R","R",2020-04-08,"In","","Yes",338,6,2019-08-12,2019-08-12,"user_1","user_1"
339,"S","S",2020-12-24,"Out","No","",339,3,2020-02-08,2020-02-08,"user_1","user_1"
340,"T","T",2021-09-10,"In","","Yes",340,6,2020-08-06,2020-08-06,"user_1","user_1"
341,"A","A",2018-11-05,"Out","No","",341,5,2018-08-17,2018-08-17,"user_1","user_1"
342,"B","B",2019-07-23,"In","","Yes",342,1,2019-02-13,2019-02-13,"user_1","user_1"
343,"C","C",2020-04-08,"Out","No","",343,3,2019-08-12,2019-08-12,"user_1","user_1"
344,"D","D",2020-12-24,"In","","Yes",344,2,2020-02-08,2020-02-08,"user_1","user_1"
345,"E","E",2021-09-10,"Out","No","",345,1,2020-08-06,2020-08-06,"user_1","user_1"
346,"F","F",2018-11-05,"In","","Yes",346,4,2018-08-17,2018-08-17,"user_1","user_1"
347,"G","G",2019-07-23,"Out","No","",347,4,2019-02-13,2019-02-13,"user_1","user_1"
348,"H","H",2020-04-08,"In","","Yes",348,5,2019-08-12,2019-08-12,"user_1","user_1"
349,"I","I",2020-12-24,"Out","No","",349,1,2020-02-08,2020-02-08,"user_1","user_1"
350,"J","J",2021-09-10,"In","","Yes",350,5,2020-08-06,2020-08-06,"user_1","user_1"
351,"K","K",2018-11-05,"Out","No","",351,6,2018-08-17,2018-08-17,"user_1","user_1"
352,"L","L",2019-07-23,"In","","Yes",352,2,2019-02-13,2019-02-13,"user_1","user_1"
353,"M","M",2020-04-08,"Out","No","",353,1,2019-08-12,2019-08-12,"user_1","user_1"
354,"N","N",2020-12-24,"In","","Yes",354,5,2020-02-08,2020-02-08,"user_1","user_1"
355,"O","O",2021-09-10,"Out","No","",355,6,2020-08-06,2020-08-06,"user_1","user_1"
356,"P","P",2018-11-05,"In","","Yes",356,1,2018-08-17,2018-08-17,"user_1","user_1"
357,"Q","Q",2019-07-23,"Out","No","",357,5,2019-02-13,2019-02-13,"user_1","user_1"
358,"R","R",2020-04-08,"In","","Yes",358,3,2019-08-12,2019-08-12,"user_1","user_1"
359,"S","S",2020-12-24,"Out","No","",359,1,2020-02-08,2020-02-08,"user_1","user_1"
360,"T","T",2021-09-10,"In","","Yes",360,2,2020-08-06,2020-08-06,"user_1","user_1"
361,"A","A",2018-11-05,"Out","No","",361,6,2018-08-17,2018-08-17,"user_1","user_1"
362,"B","B",2019-07-23,"In","","Yes",362,2,2019-02-13,2019-02-13,"user_1","user_1"
363,"C","C",2020-04-08,"Out","No","",363,5,2019-08-12,2019-08-12,"user_1","user_1"
364,"D","D",2020-12-24,"In","","Yes",364,5,2020-02-08,2020-02-08,"user_1","user_1"
365,"E","E",2021-09-10,"Out","No","",365,2,2020-08-06,2020-08-06,"user_1","user_1"
366,"F","F",2018-11-05,"In","","Yes",366,3,2018-08-17,2018-08-17,"user_1","user_1"
367,"G","G",2019-07-23,"Out","No","",367,1,2019-02-13,2019-02-13,"user_1","user_1"
368,"H","H",2020-04-08,"In","","Yes",368,4,2019-08-12,2019-08-12,"user_1","user_1"
369,"I","I",2020-12-24,"Out","No","",369,4,2020-02-08,2020-02-08,"user_1","user_1"
370,"J","J",2021-09-10,"In","","Yes",370,5,2020-08-06,2020-08-06,"user_1","user_1"
371,"K","K",2018-11-05,"Out","No","",371,1,2018-08-17,2018-08-17,"user_1","user_1"
372,"L","L",2019-07-23,"In","","Yes",372,6,2019-02-13,2019-02-13,"user_1","user_1"
373,"M","M",2020-04-08,"Out","No","",373,3,2019-08-12,2019-08-12,"user_1","user_1"
374,"N","N",2020-12-24,"In","","Yes",374,2,2020-02-08,2020-02-08,"user_1","user_1"
375,"O","O",2021-09-10,"Out","No","",375,5,2020-08-06,2020-08-06,"user_1","user_1"
376,"P","P",2018-11-05,"In","","Yes",376,5,2018-08-17,2018-08-17,"user_1","user_1"
377,"Q","Q",2019-07-23,"Out","No","",377,5,2019-02-13,2019-02-13,"user_1","user_1"
378,"R","R",2020-04-08,"In","","Yes",378,1,2019-08-12,2019-08-12,"user_1","user_1"
379,"S","S",2020-12-24,"Out","No","",379,5,2020-02-08,2020-02-08,"user_1","user_1"
380,"T","T",2021-09-10,"In","","Yes",380,3,2020-08-06,2020-08-06,"user_1","user_1"
381,"A","A",2018-11-05,"Out","No","",381,4,2018-08-17,2018-08-17,"user_1","user_1"
382,"B","B",2019-07-23,"In","","Yes",382,6,2019-02-13,2019-02-13,"user_1","user_1"
383,"C","C",2020-04-08,"Out","No","",383,6,2019-08-12,2019-08-12,"user_1","user_1"
384,"D","D",2020-12-24,"In","","Yes",384,5,2020-02-08,2020-02-08,"user_1","user_1"
385,"E","E",2021-09-10,"Out","No","",385,1,2020-08-06,2020-08-06,"user_1","user_1"
386,"F","F",2018-11-05,"In","","Yes",386,3,2018-08-17,2018-08-17,"user_1","user_1"
387,"G","G",2019-07-23,"Out","No","",387,3,2019-02-13,2019-02-13,"user_1","user_1"
388,"H","H",2020-04-08,"In","","Yes",388,2,2019-08-12,2019-08-12,"user_1","user_1"
389,"I","I",2020-12-24,"Out","No","",389,1,2020-02-08,2020-02-08,"user_1","user_1"
390,"J","J",2021-09-10,"In","","Yes",390,6,2020-08-06,2020-08-06,"user_1","user_1"
391,"K","K",2018-11-05,"Out","No","",391,2,2018-08-17,2018-08-17,"user_1","user_1"
392,"L","L",2019-07-23,"In","","Yes",392,2,2019-02-13,2019-02-13,"user_1","user_1"
393,"M","M",2020-04-08,"Out","No","",393,5,2019-08-12,2019-08-12,"user_1","user_1"
394,"N","N",2020-12-24,"In","","Yes",394,5,2020-02-08,2020-02-08,"user_1","user_1"
395,"O","O",2021-09-10,"Out","No","",395,5,2020-08-06,2020-08-06,"user_1","user_1"
396,"P","P",2018-11-05,"In","","Yes",396,6,2018-08-17,2018-08-17,"user_1","user_1"
397,"Q","Q",2019-07-23,"Out","No","",397,3,2019-02-13,2019-02-13,"user_1","user_1"
398,"R","R",2020-04-08,"In","","Yes",398,5,2019-08-12,2019-08-12,"user_1","user_1"
399,"S","S",2020-12-24,"Out","No","",399,5,2020-02-08,2020-02-08,"user_1","user_1"
400,"T","T",2021-09-10,"In","","Yes",400,4,2020-08-06,2020-08-06,"user_1","user_1"
401,"A","A",2018-11-05,"Out","No","",401,3,2018-08-17,2018-08-17,"user_1","user_1"
402,"B","B",2019-07-23,"In","","Yes",402,3,2019-02-13,2019-02-13,"user_1","user_1"
403,"C","C",2020-04-08,"Out","No","",403,2,2019-08-12,2019-08-12,"user_1","user_1"
404,"D","D",2020-12-24,"In","","Yes",404,4,2020-02-08,2020-02-08,"user_1","user_1"
405,"E","E",2021-09-10,"Out","No","",405,2,2020-08-06,2020-08-06,"user_1","user_1"
406,"F","F",2018-11-05,"In","","Yes",406,3,2018-08-17,2018-08-17,"user_1","user_1"
407,"G","G",2019-07-23,"Out","No","",407,6,2019-02-13,2019-02-13,"user_1","user_1"
408,"H","H",2020-04-08,"In","","Yes",408,3,2019-08-12,2019-08-12,"user_1","user_1"
409,"I","I",2020-12-24,"Out","No","",409,2,2020-02-08,2020-02-08,"user_1","user_1"
410,"J","J",2021-09-10,"In","","Yes",410,2,2020-08-06,2020-08-06,"user_1","user_1"
411,"K","K",2018-11-05,"Out","No","",411,3,2018-08-17,2018-08-17,"user_1","user_1"
412,"L","L",2019-07-23,"In","","Yes",412,3,2019-02-13,2019-02-13,"user_1","user_1"
413,"M","M",2020-04-08,"Out","No","",413,2,2019-08-12,2019-08-12,"user_1","user_1"
414,"N","N",2020-12-24,"In","","Yes",414,2,2020-02-08,2020-02-08,"user_1","user_1"
415,"O","O",2021-09-10,"Out","No","",415,5,2020-08-06,2020-08-06,"user_1","user_1"
416,"P","P",2018-11-05,"In","","Yes",416,3,2018-08-17,2018-08-17,"user_1","user_1"
417,"Q","Q",2019-07-23,"Out","No","",417,6,2019-02-13,2019-02-13,"user_1","user_1"
418,"R","R",2020-04-08,"In","","Yes",418,3,2019-08-12,2019-08-12,"user_1","user_1"
419,"S","S",2020-12-24,"Out","No","",419,3,2020-02-08,2020-02-08,"user_1","user_1"
420,"T","T",2021-09-10,"In","","Yes",420,6,2020-08-06,2020-08-06,"user_1","user_1"
421,"A","A",2018-11-05,"Out","No","",421,1,2018-08-17,2018-08-17,"user_1","user_1"
422,"B","B",2019-07-23,"In","","Yes",422,6,2019-02-13,2019-02-13,"user_1","user_1"
423,"C","C",2020-04-08,"Out","No","",423,2,2019-08-12,2019-08-12,"user_1","user_1"
424,"D","D",2020-12-24,"In","","Yes",424,3,2020-02-08,2020-02-08,"user_1","user_1"
425,"E","E",2021-09-10,"Out","No","",425,5,2020-08-06,2020-08-06,"user_1","user_1"
426,"F","F",2018-11-05,"In","","Yes",426,5,2018-08-17,2018-08-17,"user_1","user_1"
427,"G","G",2019-07-23,"Out","No","",427,6,2019-02-13,2019-02-13,"user_1","user_1"
428,"H","H",2020-04-08,"In","","Yes",428,5,2019-08-12,2019-08-12,"user_1","user_1"
429,"I","I",2020-12-24,"Out","No","",429,3,2020-02-08,2020-02-08,"user_1","user_1"
430,"J","J",2021-09-10,"In","","Yes",430,2,2020-08-06,2020-08-06,"user_1","user_1"
431,"K","K",2018-11-05,"Out","No","",431,1,2018-08-17,2018-08-17,"user_1","user_1"
432,"L","L",2019-07-23,"In","","Yes",432,2,2019-02-13,2019-02-13,"user_1","user_1"
433,"M","M",2020-04-08,"Out","No","",433,1,2019-08-12,2019-08-12,"user_1","user_1"
434,"N","N",2020-12-24,"In","","Yes",434,5,2020-02-08,2020-02-08,"user_1","user_1"
435,"O","O",2021-09-10,"Out","No","",435,2,2020-08-06,2020-08-06,"user_1","user_1"
436,"P","P",2018-11-05,"In","","Yes",436,6,2018-08-17,2018-08-17,"user_1","user_1"
437,"Q","Q",2019-07-23,"Out","No","",437,2,2019-02-13,2019-02-13,"user_1","user_1"
438,"R","R",2020-04-08,"In","","Yes",438,3,2019-08-12,2019-08-12,"user_1","user_1"
439,"S","S",2020-12-24,"Out","No","",439,4,2020-02-08,2020-02-08,"user_1","user_1"
440,"T","T",2021-09-10,"In","","Yes",440,6,2020-08-06,2020-08-06,"user_1","user_1"
441,"A","A",2018-11-05,"Out","No","",441,6,2018-08-17,2018-08-17,"user_1","user_1"
442,"B","B",2019-07-23,"In","","Yes",442,4,2019-02-13,2019-02-13,"user_1","user_1"
443,"C","C",2020-04-08,"Out","No","",443,6,2019-08-12,2019-08-12,"user_1","user_1"
444,"D","D",2020-12-24,"In","","Yes",444,3,2020-02-08,2020-02-08,"user_1","user_1"
445,"E","E",2021-09-10,"Out","No","",445,4,2020-08-06,2020-08-06,"user_1","user_1"
446,"F","F",2018-11-05,"In","","Yes",446,5,2018-08-17,2018-08-17,"user_1","user_1"
447,"G","G",2019-07-23,"Out","No","",447,3,2019-02-13,2019-02-13,"user_1","user_1"
448,"H","H",2020-04-08,"In","","Yes",448,2,2019-08-12,2019-08-12,"user_1","user_1"
449,"I","I",2020-12-24,"Out","No","",449,1,2020-02-08,2020-02-08,"user_1","user_1"
450,"J","J",2021-09-10,"In","","Yes",450,5,2020-08-06,2020-08-06,"user_1","user_1"
451,"K","K",2018-11-05,"Out","No","",451,4,2018-08-17,2018-08-17,"user_1","user_1"
452,"L","L",2019-07-23,"In","","Yes",452,1,2019-02-13,2019-02-13,"user_1","user_1"
453,"M","M",2020-04-08,"Out","No","",453,6,2019-08-12,2019-08-12,"user_1","user_1"
454,"N","N",2020-12-24,"In","","Yes",454,4,2020-02-08,2020-02-08,"user_1","user_1"
455,"O","O",2021-09-10,"Out","No","",455,6,2020-08-06,2020-08-06,"user_1","user_1"
456,"P","P",2018-11-05,"In","","Yes",456,2,2018-08-17,2018-08-17,"user_1","user_1"
457,"Q","Q",2019-07-23,"Out","No","",457,5,2019-02-13,2019-02-13,"user_1","user_1"
458,"R","R",2020-04-08,"In","","Yes",458,1,2019-08-12,2019-08-12,"user_1","user_1"
459,"S","S",2020-12-24,"Out","No","",459,1,2020-02-08,2020-02-08,"user_1","user_1"
460,"T","T",2021-09-10,"In","","Yes",460,1,2020-08-06,2020-08-06,"user_1","user_1"
461,"A","A",2018-11-05,"Out","No","",461,4,2018-08-17,2018-08-17,"user_1","user_1"
462,"B","B",2019-07-23,"In","","Yes",462,5,2019-02-13,2019-02-13,"user_1","user_1"
463,"C","C",2020-04-08,"Out","No","",463,6,2019-08-12,2019-08-12,"user_1","user_1"
464,"D","D",2020-12-24,"In","","Yes",464,6,2020-02-08,2020-02-08,"user_1","user_1"
465,"E","E",2021-09-10,"Out","No","",465,1,2020-08-06,2020-08-06,"user_1","user_1"
466,"F","F",2018-11-05,"In","","Yes",466,3,2018-08-17,2018-08-17,"user_1","user_1"
467,"G","G",2019-07-23,"Out","No","",467,3,2019-02-13,2019-02-13,"user_1","user_1"
468,"H","H",2020-04-08,"In","","Yes",468,5,2019-08-12,2019-08-12,"user_1","user_1"
469,"I","I",2020-12-24,"Out","No","",469,6,2020-02-08,2020-02-08,"user_1","user_1"
470,"J","J",2021-09-10,"In","","Yes",470,1,2020-08-06,2020-08-06,"user_1","user_1"
471,"K","K",2018-11-05,"Out","No","",471,4,2018-08-17,2018-08-17,"user_1","user_1"
472,"L","L",2019-07-23,"In","","Yes",472,4,2019-02-13,2019-02-13,"user_1","user_1"
473,"M","M",2020-04-08,"Out","No","",473,4,2019-08-12,2019-08-12,"user_1","user_1"
474,"N","N",2020-12-24,"In","","Yes",474,3,2020-02-08,2020-02-08,"user_1","user_1"
475,"O","O",2021-09-10,"Out","No","",475,6,2020-08-06,2020-08-06,"user_1","user_1"
476,"P","P",2018-11-05,"In","","Yes",476,4,2018-08-17,2018-08-17,"user_1","user_1"
477,"Q","Q",2019-07-23,"Out","No","",477,6,2019-02-13,2019-02-13,"user_1","user_1"
478,"R","R",2020-04-08,"In","","Yes",478,6,2019-08-12,2019-08-12,"user_1","user_1"
479,"S","S",2020-12-24,"Out","No","",479,3,2020-02-08,2020-02-08,"user_1","user_1"
480,"T","T",2021-09-10,"In","","Yes",480,5,2020-08-06,2020-08-06,"user_1","user_1"
481,"A","A",2018-11-05,"Out","No","",481,3,2018-08-17,2018-08-17,"user_1","user_1"
482,"B","B",2019-07-23,"In","","Yes",482,1,2019-02-13,2019-02-13,"user_1","user_1"
483,"C","C",2020-04-08,"Out","No","",483,2,2019-08-12,2019-08-12,"user_1","user_1"
484,"D","D",2020-12-24,"In","","Yes",484,1,2020-02-08,2020-02-08,"user_1","user_1"
485,"E","E",2021-09-10,"Out","No","",485,5,2020-08-06,2020-08-06,"user_1","user_1"
486,"F","F",2018-11-05,"In","","Yes",486,4,2018-08-17,2018-08-17,"user_1","user_1"
487,"G","G",2019-07-23,"Out","No","",487,5,2019-02-13,2019-02-13,"user_1","user_1"
488,"H","H",2020-04-08,"In","","Yes",488,6,2019-08-12,2019-08-12,"user_1","user_1"
489,"I","I",2020-12-24,"Out","No","",489,6,2020-02-08,2020-02-08,"user_1","user_1"
490,"J","J",2021-09-10,"In","","Yes",490,5,2020-08-06,2020-08-06,"user_1","user_1"
491,"K","K",2018-11-05,"Out","No","",491,3,2018-08-17,2018-08-17,"user_1","user_1"
492,"L","L",2019-07-23,"In","","Yes",492,6,2019-02-13,2019-02-13,"user_1","user_1"
493,"M","M",2020-04-08,"Out","No","",493,3,2019-08-12,2019-08-12,"user_1","user_1"
494,"N","N",2020-12-24,"In","","Yes",494,3,2020-02-08,2020-02-08,"user_1","user_1"
495,"O","O",2021-09-10,"Out","No","",495,2,2020-08-06,2020-08-06,"user_1","user_1"
496,"P","P",2018-11-05,"In","","Yes",496,6,2018-08-17,2018-08-17,"user_1","user_1"
497,"Q","Q",2019-07-23,"Out","No","",497,5,2019-02-13,2019-02-13,"user_1","user_1"
498,"R","R",2020-04-08,"In","","Yes",498,4,2019-08-12,2019-08-12,"user_1","user_1"
499,"S","S",2020-12-24,"Out","No","",499,1,2020-02-08,2020-02-08,"user_1","user_1"
500,"T","T",2021-09-10,"In","","Yes",500,5,2020-08-06,2020-08-06,"user_1","user_1"
501,"A","A",2018-11-05,"Out","No","",501,6,2018-08-17,2018-08-17,"user_1","user_1"
502,"B","B",2019-07-23,"In","","Yes",502,5,2019-02-13,2019-02-13,"user_1","user_1"
503,"C","C",2020-04-08,"Out","No","",503,2,2019-08-12,2019-08-12,"user_1","user_1"
504,"D","D",2020-12-24,"In","","Yes",504,5,2020-02-08,2020-02-08,"user_1","user_1"
505,"E","E",2021-09-10,"Out","No","",505,2,2020-08-06,2020-08-06,"user_1","user_1"
506,"F","F",2018-11-05,"In","","Yes",506,1,2018-08-17,2018-08-17,"user_1","user_1"
507,"G","G",2019-07-23,"Out","No","",507,4,2019-02-13,2019-02-13,"user_1","user_1"
508,"H","H",2020-04-08,"In","","Yes",508,6,2019-08-12,2019-08-12,"user_1","user_1"
509,"I","I",2020-12-24,"Out","No","",509,6,2020-02-08,2020-02-08,"user_1","user_1"
510,"J","J",2021-09-10,"In","","Yes",510,1,2020-08-06,2020-08-06,"user_1","user_1"
511,"K","K",2018-11-05,"Out","No","",511,2,2018-08-17,2018-08-17,"user_1","user_1"
512,"L","L",2019-07-23,"In","","Yes",512,3,2019-02-13,2019-02-13,"user_1","user_1"
513,"M","M",2020-04-08,"Out","No","",513,4,2019-08-12,2019-08-12,"user_1","user_1"
514,"N","N",2020-12-24,"In","","Yes",514,4,2020-02-08,2020-02-08,"user_1","user_1"
515,"O","O",2021-09-10,"Out","No","",515,5,2020-08-06,2020-08-06,"user_1","user_1"
516,"P","P",2018-11-05,"In","","Yes",516,6,2018-08-17,2018-08-17,"user_1","user_1"
517,"Q","Q",2019-07-23,"Out","No","",517,6,2019-02-13,2019-02-13,"user_1","user_1"
518,"R","R",2020-04-08,"In","","Yes",518,6,2019-08-12,2019-08-12,"user_1","user_1"
519,"S","S",2020-12-24,"Out","No","",519,1,2020-02-08,2020-02-08,"user_1","user_1"
520,"T","T",2021-09-10,"In","","Yes",520,2,2020-08-06,2020-08-06,"user_1","user_1"
521,"A","A",2018-11-05,"Out","No","",521,5,2018-08-17,2018-08-17,"user_1","user_1"
522,"B","B",2019-07-23,"In","","Yes",522,5,2019-02-13,2019-02-13,"user_1","user_1"
523,"C","C",2020-04-08,"Out","No","",523,3,2019-08-12,2019-08-12,"user_1","user_1"
524,"D","D",2020-12-24,"In","","Yes",524,6,2020-02-08,2020-02-08,"user_1","user_1"
525,"E","E",2021-09-10,"Out","No","",525,4,2020-08-06,2020-08-06,"user_1","user_1"
526,"F","F",2018-11-05,"In","","Yes",526,4,2018-08-17,2018-08-17,"user_1","user_1"
527,"G","G",2019-07-23,"Out","No","",527,4,2019-02-13,2019-02-13,"user_1","user_1"
528,"H","H",2020-04-08,"In","","Yes",528,1,2019-08-12,2019-08-12,"user_1","user_1"
529,"I","I",2020-12-24,"Out","No","",529,6,2020-02-08,2020-02-08,"user_1","user_1"
530,"J","J",2021-09-10,"In","","Yes",530,6,2020-08-06,2020-08-06,"user_1","user_1"
531,"K","K",2018-11-05,"Out","No","",531,5,2018-08-17,2018-08-17,"user_1","user_1"
532,"L","L",2019-07-23,"In","","Yes",532,2,2019-02-13,2019-02-13,"user_1","user_1"
533,"M","M",2020-04-08,"Out","No","",533,5,2019-08-12,2019-08-12,"user_1","user_1"
534,"N","N",2020-12-24,"In","","Yes",534,3,2020-02-08,2020-02-08,"user_1","user_1"
535,"O","O",2021-09-10,"Out","No","",535,2,2020-08-06,2020-08-06,"user_1","user_1"
536,"P","P",2018-11-05,"In","","Yes",536,6,2018-08-17,2018-08-17,"user_1","user_1"
537,"Q","Q",2019-07-23,"Out","No","",537,3,2019-02-13,2019-02-13,"user_1","user_1"
538,"R","R",2020-04-08,"In","","Yes",538,6,2019-08-12,2019-08-12,"user_1","user_1"
539,"S","S",2020-12-24,"Out","No","",539,4,2020-02-08,2020-02-08,"user_1","user_1"
540,"T","T",2021-09-10,"In","","Yes",540,4,2020-08-06,2020-08-06,"user_1","user_1"
541,"A","A",2018-11-05,"Out","No","",541,2,2018-08-17,2018-08-17,"user_1","user_1"
542,"B","B",2019-07-23,"In","","Yes",542,3,2019-02-13,2019-02-13,"user_1","user_1"
543,"C","C",2020-04-08,"Out","No","",543,2,2019-08-12,2019-08-12,"user_1","user_1"
