"id","first_name","last_name","date_of_migration","migration_type","from_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
295,"O","O","2021-09-10","In","yes",295,5,"2020-08-06","2020-08-06","user_1","user_1"
296,"P","P","2018-11-05","In","yes",296,1,"2018-08-17","2018-08-17","user_1","user_1"
297,"Q","Q","2019-07-23","In","yes",297,2,"2019-02-13","2019-02-13","user_1","user_1"
298,"R","R","2020-04-08","In","yes",298,3,"2019-08-12","2019-08-12","user_1","user_1"
299,"S","S","2020-12-24","In","yes",299,4,"2020-02-08","2020-02-08","user_1","user_1"
300,"T","T","2021-09-10","In","yes",300,5,"2020-08-06","2020-08-06","user_1","user_1"
301,"A","A","2018-11-05","In","yes",301,1,"2018-08-17","2018-08-17","user_1","user_1"
302,"B","B","2019-07-23","In","yes",302,2,"2019-02-13","2019-02-13","user_1","user_1"
303,"C","C","2020-04-08","In","yes",303,3,"2019-08-12","2019-08-12","user_1","user_1"
304,"D","D","2020-12-24","In","yes",304,4,"2020-02-08","2020-02-08","user_1","user_1"
305,"E","E","2021-09-10","In","yes",305,5,"2020-08-06","2020-08-06","user_1","user_1"
306,"F","F","2018-11-05","In","yes",306,1,"2018-08-17","2018-08-17","user_1","user_1"
307,"G","G","2019-07-23","In","yes",307,2,"2019-02-13","2019-02-13","user_1","user_1"
308,"H","H","2020-04-08","In","yes",308,3,"2019-08-12","2019-08-12","user_1","user_1"
309,"I","I","2020-12-24","In","yes",309,4,"2020-02-08","2020-02-08","user_1","user_1"
310,"J","J","2021-09-10","In","yes",310,5,"2020-08-06","2020-08-06","user_1","user_1"
311,"K","K","2018-11-05","In","yes",311,1,"2018-08-17","2018-08-17","user_1","user_1"
312,"L","L","2019-07-23","In","yes",312,2,"2019-02-13","2019-02-13","user_1","user_1"
313,"M","M","2020-04-08","In","yes",313,3,"2019-08-12","2019-08-12","user_1","user_1"
314,"N","N","2020-12-24","In","yes",314,4,"2020-02-08","2020-02-08","user_1","user_1"
315,"O","O","2021-09-10","In","yes",315,5,"2020-08-06","2020-08-06","user_1","user_1"
316,"P","P","2018-11-05","In","yes",316,1,"2018-08-17","2018-08-17","user_1","user_1"
317,"Q","Q","2019-07-23","In","yes",317,2,"2019-02-13","2019-02-13","user_1","user_1"
318,"R","R","2020-04-08","In","yes",318,3,"2019-08-12","2019-08-12","user_1","user_1"
319,"S","S","2020-12-24","In","yes",319,4,"2020-02-08","2020-02-08","user_1","user_1"
320,"T","T","2021-09-10","In","yes",320,5,"2020-08-06","2020-08-06","user_1","user_1"
321,"A","A","2018-11-05","In","yes",321,1,"2018-08-17","2018-08-17","user_1","user_1"
322,"B","B","2019-07-23","In","yes",322,2,"2019-02-13","2019-02-13","user_1","user_1"
323,"C","C","2020-04-08","In","yes",323,3,"2019-08-12","2019-08-12","user_1","user_1"
324,"D","D","2020-12-24","In","yes",324,4,"2020-02-08","2020-02-08","user_1","user_1"
325,"E","E","2021-09-10","In","yes",325,5,"2020-08-06","2020-08-06","user_1","user_1"
326,"F","F","2018-11-05","In","yes",326,1,"2018-08-17","2018-08-17","user_1","user_1"
327,"G","G","2019-07-23","In","yes",327,2,"2019-02-13","2019-02-13","user_1","user_1"
328,"H","H","2020-04-08","In","yes",328,3,"2019-08-12","2019-08-12","user_1","user_1"
329,"I","I","2020-12-24","In","yes",329,4,"2020-02-08","2020-02-08","user_1","user_1"
330,"J","J","2021-09-10","In","yes",330,5,"2020-08-06","2020-08-06","user_1","user_1"
331,"K","K","2018-11-05","In","yes",331,1,"2018-08-17","2018-08-17","user_1","user_1"
332,"L","L","2019-07-23","In","yes",332,2,"2019-02-13","2019-02-13","user_1","user_1"
333,"M","M","2020-04-08","In","yes",333,3,"2019-08-12","2019-08-12","user_1","user_1"
334,"N","N","2020-12-24","In","yes",334,4,"2020-02-08","2020-02-08","user_1","user_1"
335,"O","O","2021-09-10","In","yes",335,5,"2020-08-06","2020-08-06","user_1","user_1"
336,"P","P","2018-11-05","In","yes",336,1,"2018-08-17","2018-08-17","user_1","user_1"
337,"Q","Q","2019-07-23","In","yes",337,2,"2019-02-13","2019-02-13","user_1","user_1"
338,"R","R","2020-04-08","In","yes",338,3,"2019-08-12","2019-08-12","user_1","user_1"
339,"S","S","2020-12-24","In","yes",339,4,"2020-02-08","2020-02-08","user_1","user_1"
340,"T","T","2021-09-10","In","yes",340,5,"2020-08-06","2020-08-06","user_1","user_1"
341,"A","A","2018-11-05","In","yes",341,1,"2018-08-17","2018-08-17","user_1","user_1"
342,"B","B","2019-07-23","In","yes",342,2,"2019-02-13","2019-02-13","user_1","user_1"
343,"C","C","2020-04-08","In","yes",343,3,"2019-08-12","2019-08-12","user_1","user_1"
344,"D","D","2020-12-24","In","yes",344,4,"2020-02-08","2020-02-08","user_1","user_1"
345,"E","E","2021-09-10","In","yes",345,5,"2020-08-06","2020-08-06","user_1","user_1"
346,"F","F","2018-11-05","In","yes",346,1,"2018-08-17","2018-08-17","user_1","user_1"
347,"G","G","2019-07-23","In","yes",347,2,"2019-02-13","2019-02-13","user_1","user_1"
348,"H","H","2020-04-08","In","yes",348,3,"2019-08-12","2019-08-12","user_1","user_1"
349,"I","I","2020-12-24","In","yes",349,4,"2020-02-08","2020-02-08","user_1","user_1"
350,"J","J","2021-09-10","In","yes",350,5,"2020-08-06","2020-08-06","user_1","user_1"
351,"K","K","2018-11-05","In","yes",351,1,"2018-08-17","2018-08-17","user_1","user_1"
352,"L","L","2019-07-23","In","yes",352,2,"2019-02-13","2019-02-13","user_1","user_1"
353,"M","M","2020-04-08","In","yes",353,3,"2019-08-12","2019-08-12","user_1","user_1"
354,"N","N","2020-12-24","In","yes",354,4,"2020-02-08","2020-02-08","user_1","user_1"
355,"O","O","2021-09-10","In","yes",355,5,"2020-08-06","2020-08-06","user_1","user_1"
356,"P","P","2018-11-05","In","yes",356,1,"2018-08-17","2018-08-17","user_1","user_1"
357,"Q","Q","2019-07-23","In","yes",357,2,"2019-02-13","2019-02-13","user_1","user_1"
358,"R","R","2020-04-08","In","yes",358,3,"2019-08-12","2019-08-12","user_1","user_1"
359,"S","S","2020-12-24","In","yes",359,4,"2020-02-08","2020-02-08","user_1","user_1"
360,"T","T","2021-09-10","In","yes",360,5,"2020-08-06","2020-08-06","user_1","user_1"
361,"A","A","2018-11-05","In","yes",361,1,"2018-08-17","2018-08-17","user_1","user_1"
362,"B","B","2019-07-23","In","yes",362,2,"2019-02-13","2019-02-13","user_1","user_1"
363,"C","C","2020-04-08","In","yes",363,3,"2019-08-12","2019-08-12","user_1","user_1"
364,"D","D","2020-12-24","In","yes",364,4,"2020-02-08","2020-02-08","user_1","user_1"
365,"E","E","2021-09-10","In","yes",365,5,"2020-08-06","2020-08-06","user_1","user_1"
366,"F","F","2018-11-05","In","yes",366,1,"2018-08-17","2018-08-17","user_1","user_1"
367,"G","G","2019-07-23","In","yes",367,2,"2019-02-13","2019-02-13","user_1","user_1"
368,"H","H","2020-04-08","In","yes",368,3,"2019-08-12","2019-08-12","user_1","user_1"
369,"I","I","2020-12-24","In","yes",369,4,"2020-02-08","2020-02-08","user_1","user_1"
370,"J","J","2021-09-10","In","yes",370,5,"2020-08-06","2020-08-06","user_1","user_1"
371,"K","K","2018-11-05","In","yes",371,1,"2018-08-17","2018-08-17","user_1","user_1"
372,"L","L","2019-07-23","In","yes",372,2,"2019-02-13","2019-02-13","user_1","user_1"
373,"M","M","2020-04-08","In","yes",373,3,"2019-08-12","2019-08-12","user_1","user_1"
374,"N","N","2020-12-24","In","yes",374,4,"2020-02-08","2020-02-08","user_1","user_1"
375,"O","O","2021-09-10","In","yes",375,5,"2020-08-06","2020-08-06","user_1","user_1"
376,"P","P","2018-11-05","In","yes",376,1,"2018-08-17","2018-08-17","user_1","user_1"
377,"Q","Q","2019-07-23","In","yes",377,2,"2019-02-13","2019-02-13","user_1","user_1"
378,"R","R","2020-04-08","In","yes",378,3,"2019-08-12","2019-08-12","user_1","user_1"
379,"S","S","2020-12-24","In","yes",379,4,"2020-02-08","2020-02-08","user_1","user_1"
380,"T","T","2021-09-10","In","yes",380,5,"2020-08-06","2020-08-06","user_1","user_1"
381,"A","A","2018-11-05","In","yes",381,1,"2018-08-17","2018-08-17","user_1","user_1"
382,"B","B","2019-07-23","In","yes",382,2,"2019-02-13","2019-02-13","user_1","user_1"
383,"C","C","2020-04-08","In","yes",383,3,"2019-08-12","2019-08-12","user_1","user_1"
384,"D","D","2020-12-24","In","yes",384,4,"2020-02-08","2020-02-08","user_1","user_1"
385,"E","E","2021-09-10","In","yes",385,5,"2020-08-06","2020-08-06","user_1","user_1"
386,"F","F","2018-11-05","In","yes",386,1,"2018-08-17","2018-08-17","user_1","user_1"
387,"G","G","2019-07-23","In","yes",387,2,"2019-02-13","2019-02-13","user_1","user_1"
388,"H","H","2020-04-08","In","yes",388,3,"2019-08-12","2019-08-12","user_1","user_1"
389,"I","I","2020-12-24","In","yes",389,4,"2020-02-08","2020-02-08","user_1","user_1"
390,"J","J","2021-09-10","In","yes",390,5,"2020-08-06","2020-08-06","user_1","user_1"
391,"K","K","2018-11-05","In","yes",391,1,"2018-08-17","2018-08-17","user_1","user_1"
392,"L","L","2019-07-23","In","yes",392,2,"2019-02-13","2019-02-13","user_1","user_1"
393,"M","M","2020-04-08","In","yes",393,3,"2019-08-12","2019-08-12","user_1","user_1"
394,"N","N","2020-12-24","In","yes",394,4,"2020-02-08","2020-02-08","user_1","user_1"
395,"O","O","2021-09-10","In","yes",395,5,"2020-08-06","2020-08-06","user_1","user_1"
396,"P","P","2018-11-05","In","yes",396,1,"2018-08-17","2018-08-17","user_1","user_1"
397,"Q","Q","2019-07-23","In","yes",397,2,"2019-02-13","2019-02-13","user_1","user_1"
398,"R","R","2020-04-08","In","yes",398,3,"2019-08-12","2019-08-12","user_1","user_1"
399,"S","S","2020-12-24","In","yes",399,4,"2020-02-08","2020-02-08","user_1","user_1"
400,"T","T","2021-09-10","In","yes",400,5,"2020-08-06","2020-08-06","user_1","user_1"
401,"A","A","2018-11-05","In","yes",401,1,"2018-08-17","2018-08-17","user_1","user_1"
402,"B","B","2019-07-23","In","yes",402,2,"2019-02-13","2019-02-13","user_1","user_1"
403,"C","C","2020-04-08","In","yes",403,3,"2019-08-12","2019-08-12","user_1","user_1"
404,"D","D","2020-12-24","In","yes",404,4,"2020-02-08","2020-02-08","user_1","user_1"
405,"E","E","2021-09-10","In","yes",405,5,"2020-08-06","2020-08-06","user_1","user_1"
406,"F","F","2018-11-05","In","yes",406,1,"2018-08-17","2018-08-17","user_1","user_1"
407,"G","G","2019-07-23","In","yes",407,2,"2019-02-13","2019-02-13","user_1","user_1"
408,"H","H","2020-04-08","In","yes",408,3,"2019-08-12","2019-08-12","user_1","user_1"
409,"I","I","2020-12-24","In","yes",409,4,"2020-02-08","2020-02-08","user_1","user_1"
410,"J","J","2021-09-10","In","yes",410,5,"2020-08-06","2020-08-06","user_1","user_1"
411,"K","K","2018-11-05","In","yes",411,1,"2018-08-17","2018-08-17","user_1","user_1"
412,"L","L","2019-07-23","In","yes",412,2,"2019-02-13","2019-02-13","user_1","user_1"
413,"M","M","2020-04-08","In","yes",413,3,"2019-08-12","2019-08-12","user_1","user_1"
414,"N","N","2020-12-24","In","yes",414,4,"2020-02-08","2020-02-08","user_1","user_1"
415,"O","O","2021-09-10","In","yes",415,5,"2020-08-06","2020-08-06","user_1","user_1"
416,"P","P","2018-11-05","In","yes",416,1,"2018-08-17","2018-08-17","user_1","user_1"
417,"Q","Q","2019-07-23","In","yes",417,2,"2019-02-13","2019-02-13","user_1","user_1"
418,"R","R","2020-04-08","In","yes",418,3,"2019-08-12","2019-08-12","user_1","user_1"
419,"S","S","2020-12-24","In","yes",419,4,"2020-02-08","2020-02-08","user_1","user_1"
420,"T","T","2021-09-10","In","yes",420,5,"2020-08-06","2020-08-06","user_1","user_1"
421,"A","A","2018-11-05","In","yes",421,1,"2018-08-17","2018-08-17","user_1","user_1"
422,"B","B","2019-07-23","In","yes",422,2,"2019-02-13","2019-02-13","user_1","user_1"
423,"C","C","2020-04-08","In","yes",423,3,"2019-08-12","2019-08-12","user_1","user_1"
424,"D","D","2020-12-24","In","yes",424,4,"2020-02-08","2020-02-08","user_1","user_1"
425,"E","E","2021-09-10","In","yes",425,5,"2020-08-06","2020-08-06","user_1","user_1"
426,"F","F","2018-11-05","In","yes",426,1,"2018-08-17","2018-08-17","user_1","user_1"
427,"G","G","2019-07-23","In","yes",427,2,"2019-02-13","2019-02-13","user_1","user_1"
428,"H","H","2020-04-08","In","yes",428,3,"2019-08-12","2019-08-12","user_1","user_1"
429,"I","I","2020-12-24","In","yes",429,4,"2020-02-08","2020-02-08","user_1","user_1"
430,"J","J","2021-09-10","In","yes",430,5,"2020-08-06","2020-08-06","user_1","user_1"
431,"K","K","2018-11-05","In","yes",431,1,"2018-08-17","2018-08-17","user_1","user_1"
432,"L","L","2019-07-23","In","yes",432,2,"2019-02-13","2019-02-13","user_1","user_1"
433,"M","M","2020-04-08","In","yes",433,3,"2019-08-12","2019-08-12","user_1","user_1"
434,"N","N","2020-12-24","In","yes",434,4,"2020-02-08","2020-02-08","user_1","user_1"
435,"O","O","2021-09-10","In","yes",435,5,"2020-08-06","2020-08-06","user_1","user_1"
436,"P","P","2018-11-05","In","yes",436,1,"2018-08-17","2018-08-17","user_1","user_1"
437,"Q","Q","2019-07-23","In","yes",437,2,"2019-02-13","2019-02-13","user_1","user_1"
438,"R","R","2020-04-08","In","yes",438,3,"2019-08-12","2019-08-12","user_1","user_1"
439,"S","S","2020-12-24","In","yes",439,4,"2020-02-08","2020-02-08","user_1","user_1"
440,"T","T","2021-09-10","In","yes",440,5,"2020-08-06","2020-08-06","user_1","user_1"
441,"A","A","2018-11-05","In","yes",441,1,"2018-08-17","2018-08-17","user_1","user_1"
442,"B","B","2019-07-23","In","yes",442,2,"2019-02-13","2019-02-13","user_1","user_1"
443,"C","C","2020-04-08","In","yes",443,3,"2019-08-12","2019-08-12","user_1","user_1"
444,"D","D","2020-12-24","In","yes",444,4,"2020-02-08","2020-02-08","user_1","user_1"
445,"E","E","2021-09-10","In","yes",445,5,"2020-08-06","2020-08-06","user_1","user_1"
446,"F","F","2018-11-05","In","yes",446,1,"2018-08-17","2018-08-17","user_1","user_1"
447,"G","G","2019-07-23","In","yes",447,2,"2019-02-13","2019-02-13","user_1","user_1"
448,"H","H","2020-04-08","In","yes",448,3,"2019-08-12","2019-08-12","user_1","user_1"
449,"I","I","2020-12-24","In","yes",449,4,"2020-02-08","2020-02-08","user_1","user_1"
450,"J","J","2021-09-10","In","yes",450,5,"2020-08-06","2020-08-06","user_1","user_1"
451,"K","K","2018-11-05","In","yes",451,1,"2018-08-17","2018-08-17","user_1","user_1"
452,"L","L","2019-07-23","In","yes",452,2,"2019-02-13","2019-02-13","user_1","user_1"
453,"M","M","2020-04-08","In","yes",453,3,"2019-08-12","2019-08-12","user_1","user_1"
454,"N","N","2020-12-24","In","yes",454,4,"2020-02-08","2020-02-08","user_1","user_1"
455,"O","O","2021-09-10","In","yes",455,5,"2020-08-06","2020-08-06","user_1","user_1"
456,"P","P","2018-11-05","In","yes",456,1,"2018-08-17","2018-08-17","user_1","user_1"
457,"Q","Q","2019-07-23","In","yes",457,2,"2019-02-13","2019-02-13","user_1","user_1"
458,"R","R","2020-04-08","In","yes",458,3,"2019-08-12","2019-08-12","user_1","user_1"
459,"S","S","2020-12-24","In","yes",459,4,"2020-02-08","2020-02-08","user_1","user_1"
460,"T","T","2021-09-10","In","yes",460,5,"2020-08-06","2020-08-06","user_1","user_1"
461,"A","A","2018-11-05","In","yes",461,1,"2018-08-17","2018-08-17","user_1","user_1"
462,"B","B","2019-07-23","In","yes",462,2,"2019-02-13","2019-02-13","user_1","user_1"
463,"C","C","2020-04-08","In","yes",463,3,"2019-08-12","2019-08-12","user_1","user_1"
464,"D","D","2020-12-24","In","yes",464,4,"2020-02-08","2020-02-08","user_1","user_1"
465,"E","E","2021-09-10","In","yes",465,5,"2020-08-06","2020-08-06","user_1","user_1"
466,"F","F","2018-11-05","In","yes",466,1,"2018-08-17","2018-08-17","user_1","user_1"
467,"G","G","2019-07-23","In","yes",467,2,"2019-02-13","2019-02-13","user_1","user_1"
468,"H","H","2020-04-08","In","yes",468,3,"2019-08-12","2019-08-12","user_1","user_1"
469,"I","I","2020-12-24","In","yes",469,4,"2020-02-08","2020-02-08","user_1","user_1"
470,"J","J","2021-09-10","In","yes",470,5,"2020-08-06","2020-08-06","user_1","user_1"
471,"K","K","2018-11-05","In","yes",471,1,"2018-08-17","2018-08-17","user_1","user_1"
472,"L","L","2019-07-23","In","yes",472,2,"2019-02-13","2019-02-13","user_1","user_1"
473,"M","M","2020-04-08","In","yes",473,3,"2019-08-12","2019-08-12","user_1","user_1"
474,"N","N","2020-12-24","In","yes",474,4,"2020-02-08","2020-02-08","user_1","user_1"
475,"O","O","2021-09-10","In","yes",475,5,"2020-08-06","2020-08-06","user_1","user_1"
476,"P","P","2018-11-05","In","yes",476,1,"2018-08-17","2018-08-17","user_1","user_1"
477,"Q","Q","2019-07-23","In","yes",477,2,"2019-02-13","2019-02-13","user_1","user_1"
478,"R","R","2020-04-08","In","yes",478,3,"2019-08-12","2019-08-12","user_1","user_1"
479,"S","S","2020-12-24","In","yes",479,4,"2020-02-08","2020-02-08","user_1","user_1"
480,"T","T","2021-09-10","In","yes",480,5,"2020-08-06","2020-08-06","user_1","user_1"
481,"A","A","2018-11-05","In","yes",481,1,"2018-08-17","2018-08-17","user_1","user_1"
482,"B","B","2019-07-23","In","yes",482,2,"2019-02-13","2019-02-13","user_1","user_1"
483,"C","C","2020-04-08","In","yes",483,3,"2019-08-12","2019-08-12","user_1","user_1"
484,"D","D","2020-12-24","In","yes",484,4,"2020-02-08","2020-02-08","user_1","user_1"
485,"E","E","2021-09-10","In","yes",485,5,"2020-08-06","2020-08-06","user_1","user_1"
486,"F","F","2018-11-05","In","yes",486,1,"2018-08-17","2018-08-17","user_1","user_1"
487,"G","G","2019-07-23","In","yes",487,2,"2019-02-13","2019-02-13","user_1","user_1"
488,"H","H","2020-04-08","In","yes",488,3,"2019-08-12","2019-08-12","user_1","user_1"
489,"I","I","2020-12-24","In","yes",489,4,"2020-02-08","2020-02-08","user_1","user_1"
490,"J","J","2021-09-10","In","yes",490,5,"2020-08-06","2020-08-06","user_1","user_1"
491,"K","K","2018-11-05","In","yes",491,1,"2018-08-17","2018-08-17","user_1","user_1"
492,"L","L","2019-07-23","In","yes",492,2,"2019-02-13","2019-02-13","user_1","user_1"
493,"M","M","2020-04-08","In","yes",493,3,"2019-08-12","2019-08-12","user_1","user_1"
494,"N","N","2020-12-24","In","yes",494,4,"2020-02-08","2020-02-08","user_1","user_1"
495,"O","O","2021-09-10","In","yes",495,5,"2020-08-06","2020-08-06","user_1","user_1"
496,"P","P","2018-11-05","In","yes",496,1,"2018-08-17","2018-08-17","user_1","user_1"
497,"Q","Q","2019-07-23","In","yes",497,2,"2019-02-13","2019-02-13","user_1","user_1"
498,"R","R","2020-04-08","In","yes",498,3,"2019-08-12","2019-08-12","user_1","user_1"
499,"S","S","2020-12-24","In","yes",499,4,"2020-02-08","2020-02-08","user_1","user_1"
500,"T","T","2021-09-10","In","yes",500,5,"2020-08-06","2020-08-06","user_1","user_1"
501,"A","A","2018-11-05","In","yes",501,1,"2018-08-17","2018-08-17","user_1","user_1"
502,"B","B","2019-07-23","In","yes",502,2,"2019-02-13","2019-02-13","user_1","user_1"
503,"C","C","2020-04-08","In","yes",503,3,"2019-08-12","2019-08-12","user_1","user_1"
504,"D","D","2020-12-24","In","yes",504,4,"2020-02-08","2020-02-08","user_1","user_1"
505,"E","E","2021-09-10","In","yes",505,5,"2020-08-06","2020-08-06","user_1","user_1"
506,"F","F","2018-11-05","In","yes",506,1,"2018-08-17","2018-08-17","user_1","user_1"
507,"G","G","2019-07-23","In","yes",507,2,"2019-02-13","2019-02-13","user_1","user_1"
508,"H","H","2020-04-08","In","yes",508,3,"2019-08-12","2019-08-12","user_1","user_1"
509,"I","I","2020-12-24","In","yes",509,4,"2020-02-08","2020-02-08","user_1","user_1"
510,"J","J","2021-09-10","In","yes",510,5,"2020-08-06","2020-08-06","user_1","user_1"
511,"K","K","2018-11-05","In","yes",511,1,"2018-08-17","2018-08-17","user_1","user_1"
512,"L","L","2019-07-23","In","yes",512,2,"2019-02-13","2019-02-13","user_1","user_1"
513,"M","M","2020-04-08","In","yes",513,3,"2019-08-12","2019-08-12","user_1","user_1"
514,"N","N","2020-12-24","In","yes",514,4,"2020-02-08","2020-02-08","user_1","user_1"
515,"O","O","2021-09-10","In","yes",515,5,"2020-08-06","2020-08-06","user_1","user_1"
516,"P","P","2018-11-05","In","yes",516,1,"2018-08-17","2018-08-17","user_1","user_1"
517,"Q","Q","2019-07-23","In","yes",517,2,"2019-02-13","2019-02-13","user_1","user_1"
518,"R","R","2020-04-08","In","yes",518,3,"2019-08-12","2019-08-12","user_1","user_1"
519,"S","S","2020-12-24","In","yes",519,4,"2020-02-08","2020-02-08","user_1","user_1"
520,"T","T","2021-09-10","In","yes",520,5,"2020-08-06","2020-08-06","user_1","user_1"
521,"A","A","2018-11-05","In","yes",521,1,"2018-08-17","2018-08-17","user_1","user_1"
522,"B","B","2019-07-23","In","yes",522,2,"2019-02-13","2019-02-13","user_1","user_1"
523,"C","C","2020-04-08","In","yes",523,3,"2019-08-12","2019-08-12","user_1","user_1"
524,"D","D","2020-12-24","In","yes",524,4,"2020-02-08","2020-02-08","user_1","user_1"
